2026-03-03 19:14:07 | DEBUG | __main__ | Application startup
2026-03-06 19:25:11 | DEBUG | __main__ | MainWindow initialization started
2026-03-06 19:25:11 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-06 19:25:11 | DEBUG | __main__ | Backend object created
2026-03-06 19:25:11 | DEBUG | __main__ | Router created
2026-03-06 19:25:12 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-06 19:25:12 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:25:12 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-06 19:25:12 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:25:12 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:25:12 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:25:12 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-06 19:25:12 | INFO | __main__ | MainWindow initialization completed
2026-03-06 19:25:12 | INFO | __main__ | Application started successfully
2026-03-06 19:25:13 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-06 19:25:13 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-06 19:25:13 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-06 19:25:13 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-06 19:25:13 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:25:13 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:25:13 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-06 19:25:13 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-06 19:25:13 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-06 19:25:13 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-06 19:25:13 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-06 19:25:13 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-06 19:26:16 | DEBUG | __main__ | Application startup
2026-03-06 19:26:16 | DEBUG | __main__ | MainWindow initialization started
2026-03-06 19:26:16 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-06 19:26:16 | DEBUG | __main__ | Backend object created
2026-03-06 19:26:16 | DEBUG | __main__ | Router created
2026-03-06 19:26:17 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-06 19:26:17 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:17 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-06 19:26:17 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:17 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:17 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:17 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-06 19:26:17 | INFO | __main__ | MainWindow initialization completed
2026-03-06 19:26:17 | INFO | __main__ | Application started successfully
2026-03-06 19:26:18 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-06 19:26:18 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-06 19:26:18 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-06 19:26:18 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-06 19:26:18 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:18 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:18 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-06 19:26:18 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-06 19:26:18 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-06 19:26:18 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-06 19:26:18 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-06 19:26:18 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-06 19:26:24 | DEBUG | __main__ | Application startup
2026-03-06 19:26:24 | DEBUG | __main__ | MainWindow initialization started
2026-03-06 19:26:24 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-06 19:26:24 | DEBUG | __main__ | Backend object created
2026-03-06 19:26:24 | DEBUG | __main__ | Router created
2026-03-06 19:26:24 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-06 19:26:24 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:24 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-06 19:26:24 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:24 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:24 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:24 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-06 19:26:24 | INFO | __main__ | MainWindow initialization completed
2026-03-06 19:26:24 | INFO | __main__ | Application started successfully
2026-03-06 19:26:26 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-06 19:26:26 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-06 19:26:26 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-06 19:26:26 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-06 19:26:26 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:26 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:26 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-06 19:26:26 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-06 19:26:26 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-06 19:26:26 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-06 19:26:26 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-06 19:26:26 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-06 19:26:27 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:26:27 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:26:27 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:26:27 | DEBUG | lesson_controller | No verifier registered for task type: explanation. Validating the task
2026-03-06 19:26:27 | CRITICAL | __main__ | Unhandled exception
Traceback (most recent call last):
  File "D:\PyLanguage\lesson_controller.py", line 77, in on_ui_event
    handler(payload)
    ~~~~~~~^^^^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 91, in _handle_button_click
    self._check_task_completion()
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\PyLanguage\lesson_controller.py", line 136, in _check_task_completion
    self._on_check_result()
    ~~~~~~~~~~~~~~~~~~~~~^^
TypeError: LessonController._on_check_result() missing 1 required positional argument: 'is_correct'
2026-03-06 19:26:54 | CRITICAL | __main__ | Unhandled exception
Traceback (most recent call last):
  File "D:\PyLanguage\main.py", line 90, in <module>
    raise SystemExit(main())
                     ~~~~^^
  File "D:\PyLanguage\main.py", line 86, in main
    return app.exec()
           ~~~~~~~~^^
KeyboardInterrupt
2026-03-06 19:26:56 | DEBUG | __main__ | Application startup
2026-03-06 19:26:57 | DEBUG | __main__ | MainWindow initialization started
2026-03-06 19:26:57 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-06 19:26:57 | DEBUG | __main__ | Backend object created
2026-03-06 19:26:57 | DEBUG | __main__ | Router created
2026-03-06 19:26:57 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-06 19:26:57 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:57 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-06 19:26:57 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:57 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:57 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:26:57 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-06 19:26:57 | INFO | __main__ | MainWindow initialization completed
2026-03-06 19:26:57 | INFO | __main__ | Application started successfully
2026-03-06 19:27:09 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-06 19:27:09 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-06 19:27:09 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-06 19:27:09 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-06 19:27:09 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:27:09 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:27:09 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-06 19:27:09 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-06 19:27:09 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-06 19:27:09 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-06 19:27:09 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-06 19:27:09 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-06 19:27:13 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:27:13 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:27:13 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:27:13 | DEBUG | lesson_controller | No verifier registered for task type: explanation. Validating the task
2026-03-06 19:27:13 | INFO | lesson_controller | Task check result: task_id=explanation is_correct=True
2026-03-06 19:27:13 | CRITICAL | __main__ | Unhandled exception
Traceback (most recent call last):
  File "D:\PyLanguage\lesson_controller.py", line 77, in on_ui_event
    handler(payload)
    ~~~~~~~^^^^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 91, in _handle_button_click
    self._check_task_completion()
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\PyLanguage\lesson_controller.py", line 136, in _check_task_completion
    self._on_check_result(True)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 146, in _on_check_result
    self._open_next_task(True)
    ~~~~~~~~~~~~~~~~~~~~^^^^^^
TypeError: LessonController._open_next_task() takes 1 positional argument but 2 were given
2026-03-06 19:28:12 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:28:12 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:28:12 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:28:12 | DEBUG | lesson_controller | No verifier registered for task type: explanation. Validating the task
2026-03-06 19:28:12 | INFO | lesson_controller | Task check result: task_id=explanation is_correct=True
2026-03-06 19:28:12 | CRITICAL | __main__ | Unhandled exception
Traceback (most recent call last):
  File "D:\PyLanguage\lesson_controller.py", line 77, in on_ui_event
    handler(payload)
    ~~~~~~~^^^^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 91, in _handle_button_click
    self._check_task_completion()
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~^^
  File "D:\PyLanguage\lesson_controller.py", line 136, in _check_task_completion
    self._on_check_result(True)
    ~~~~~~~~~~~~~~~~~~~~~^^^^^^
  File "D:\PyLanguage\lesson_controller.py", line 146, in _on_check_result
    self._open_next_task(True)
    ~~~~~~~~~~~~~~~~~~~~^^^^^^
TypeError: LessonController._open_next_task() takes 1 positional argument but 2 were given
2026-03-06 19:29:32 | DEBUG | __main__ | Application startup
2026-03-06 19:29:32 | DEBUG | __main__ | MainWindow initialization started
2026-03-06 19:29:32 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-06 19:29:32 | DEBUG | __main__ | Backend object created
2026-03-06 19:29:32 | DEBUG | __main__ | Router created
2026-03-06 19:29:33 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-06 19:29:33 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:29:33 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-06 19:29:33 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:29:33 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:29:33 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:29:33 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-06 19:29:33 | INFO | __main__ | MainWindow initialization completed
2026-03-06 19:29:33 | INFO | __main__ | Application started successfully
2026-03-06 19:29:34 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-06 19:29:34 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-06 19:29:34 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-06 19:29:34 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-06 19:29:34 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:29:34 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:29:34 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-06 19:29:34 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-06 19:29:34 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-06 19:29:34 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-06 19:29:34 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-06 19:29:34 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-06 19:29:35 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:35 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:35 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:29:35 | DEBUG | lesson_controller | No verifier registered for task type: explanation. Validating the task
2026-03-06 19:29:35 | INFO | lesson_controller | Task check result: task_id=explanation is_correct=True
2026-03-06 19:29:35 | INFO | lesson_controller | Opening task: index=2/7 id=filling
2026-03-06 19:29:39 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:39 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:39 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:29:39 | DEBUG | lesson_controller | Running verifier for task type: filling
2026-03-06 19:29:39 | DEBUG | lesson_controller | Filling answer received: user_answer=['a', 'The'] expected=['a', 'The'] is_correct=True
2026-03-06 19:29:39 | INFO | lesson_controller | Task check result: task_id=filling is_correct=True
2026-03-06 19:29:39 | INFO | lesson_controller | Opening task: index=3/7 id=filling
2026-03-06 19:29:42 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:42 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:42 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:29:42 | DEBUG | lesson_controller | Running verifier for task type: filling
2026-03-06 19:29:42 | DEBUG | lesson_controller | Filling answer received: user_answer=['blue', 'green'] expected=['blue', 'green'] is_correct=True
2026-03-06 19:29:42 | INFO | lesson_controller | Task check result: task_id=filling is_correct=True
2026-03-06 19:29:42 | INFO | lesson_controller | Opening task: index=4/7 id=translation
2026-03-06 19:29:45 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:45 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:45 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:29:45 | DEBUG | lesson_controller | Running verifier for task type: translation
2026-03-06 19:29:45 | DEBUG | lesson_controller | Translation answer received: user_answer='Это очень хорошая книга' expected=['это очень хорошая книга', 'лишние три слова'] is_correct=True
2026-03-06 19:29:45 | INFO | lesson_controller | Task check result: task_id=translation is_correct=True
2026-03-06 19:29:45 | INFO | lesson_controller | Opening task: index=5/7 id=translation
2026-03-06 19:29:50 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:50 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:50 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:29:50 | DEBUG | lesson_controller | Running verifier for task type: translation
2026-03-06 19:29:50 | DEBUG | lesson_controller | Translation answer received: user_answer='Это очень плохая книга очень' expected=['это очень плохая книга', 'очень лишние четыре слова'] is_correct=False
2026-03-06 19:29:50 | INFO | lesson_controller | Task check result: task_id=translation is_correct=False
2026-03-06 19:29:53 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:53 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:29:53 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:29:53 | DEBUG | lesson_controller | Running verifier for task type: translation
2026-03-06 19:29:53 | DEBUG | lesson_controller | Translation answer received: user_answer='Это очень плохая книга' expected=['это очень плохая книга', 'очень лишние четыре слова'] is_correct=True
2026-03-06 19:29:53 | INFO | lesson_controller | Task check result: task_id=translation is_correct=True
2026-03-06 19:29:53 | INFO | lesson_controller | Opening task: index=6/7 id=matching
2026-03-06 19:29:55 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-06 19:29:55 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'skip'}
2026-03-06 19:29:55 | DEBUG | lesson_controller | Button clicked: id=skip
2026-03-06 19:29:55 | INFO | lesson_controller | Opening task: index=7/7 id=matching
2026-03-06 19:30:01 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:30:01 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-06 19:30:01 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-06 19:30:01 | DEBUG | lesson_controller | No verifier registered for task type: matching. Validating the task
2026-03-06 19:30:01 | INFO | lesson_controller | Task check result: task_id=matching is_correct=True
2026-03-06 19:30:01 | INFO | lesson_controller | All tasks completed, navigating back
2026-03-06 19:30:01 | DEBUG | router | Going back: from url="\UI\lesson\index.html" to url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:30:01 | DEBUG | router | Deactivated controller signals: url="\UI\lesson\index.html"
2026-03-06 19:30:01 | DEBUG | router | Popped current page from history stack (size=1)
2026-03-06 19:30:01 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:30:01 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 19:30:01 | INFO | router | Went back to previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:03:50 | DEBUG | __main__ | Application startup
2026-03-06 20:03:50 | DEBUG | __main__ | MainWindow initialization started
2026-03-06 20:03:50 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-06 20:03:50 | DEBUG | __main__ | Backend object created
2026-03-06 20:03:50 | DEBUG | __main__ | Router created
2026-03-06 20:03:50 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-06 20:03:50 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:03:50 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-06 20:03:50 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:03:50 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:03:50 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:03:50 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-06 20:03:50 | INFO | __main__ | MainWindow initialization completed
2026-03-06 20:03:51 | INFO | __main__ | Application started successfully
2026-03-06 20:10:59 | DEBUG | __main__ | Application startup
2026-03-06 20:10:59 | DEBUG | __main__ | MainWindow initialization started
2026-03-06 20:10:59 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-06 20:10:59 | DEBUG | __main__ | Backend object created
2026-03-06 20:10:59 | DEBUG | __main__ | Router created
2026-03-06 20:10:59 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-06 20:10:59 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:10:59 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-06 20:10:59 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:11:00 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:11:00 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:11:00 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-06 20:11:00 | INFO | __main__ | MainWindow initialization completed
2026-03-06 20:11:00 | INFO | __main__ | Application started successfully
2026-03-06 20:11:01 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-06 20:11:01 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-06 20:11:01 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-06 20:11:01 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-06 20:11:01 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:11:01 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-06 20:11:01 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-06 20:11:01 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-06 20:11:01 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-06 20:11:01 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-06 20:11:01 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-06 20:11:01 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-07 15:17:11 | DEBUG | __main__ | Application startup
2026-03-07 15:17:11 | DEBUG | __main__ | MainWindow initialization started
2026-03-07 15:17:11 | DEBUG | __main__ | WebEngine view created and set as central widget
2026-03-07 15:17:11 | DEBUG | __main__ | Backend object created
2026-03-07 15:17:11 | DEBUG | __main__ | Router created
2026-03-07 15:17:13 | DEBUG | __main__ | WebChannel configured and backend registered as 'backend'
2026-03-07 15:17:13 | DEBUG | router | Navigating to page: url="\UI\vocab-lesson-setup\index.html"
2026-03-07 15:17:13 | DEBUG | router | Pushed new page to history stack (size=1)
2026-03-07 15:17:13 | DEBUG | router | Activated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-07 15:17:13 | DEBUG | router | Requested page load: url="\UI\vocab-lesson-setup\index.html"
2026-03-07 15:17:13 | INFO | router | Page navigation completed: url="\UI\vocab-lesson-setup\index.html"
2026-03-07 15:17:13 | DEBUG | __main__ | Navigated to VocabPlannerController
2026-03-07 15:17:13 | INFO | __main__ | MainWindow initialization completed
2026-03-07 15:17:13 | INFO | __main__ | Application started successfully
2026-03-07 15:17:16 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'start'}
2026-03-07 15:17:16 | DEBUG | vocab_planner_controller | Clicked the button with the id='start'
2026-03-07 15:17:16 | DEBUG | lesson_controller | LessonController initialized: tasks_total=7, url=\UI\lesson\index.html
2026-03-07 15:17:16 | DEBUG | router | Navigating to page: url="\UI\lesson\index.html"
2026-03-07 15:17:16 | DEBUG | router | Deactivated controller signals: url="\UI\vocab-lesson-setup\index.html"
2026-03-07 15:17:16 | DEBUG | router | Deactivated previous page: url="\UI\vocab-lesson-setup\index.html"
2026-03-07 15:17:16 | DEBUG | router | Pushed new page to history stack (size=2)
2026-03-07 15:17:16 | DEBUG | router | Activated controller signals: url="\UI\lesson\index.html"
2026-03-07 15:17:16 | DEBUG | router | Requested page load: url="\UI\lesson\index.html"
2026-03-07 15:17:16 | INFO | router | Page navigation completed: url="\UI\lesson\index.html"
2026-03-07 15:17:16 | DEBUG | lesson_controller | UI load finished, opening the first task
2026-03-07 15:17:16 | INFO | lesson_controller | Opening task: index=1/7 id=explanation
2026-03-07 15:17:18 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-07 15:17:18 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-07 15:17:18 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-07 15:17:18 | DEBUG | lesson_controller | No verifier registered for task type: explanation. Validating the task
2026-03-07 15:17:18 | INFO | lesson_controller | Task check result: task_id=explanation is_correct=True
2026-03-07 15:17:18 | INFO | lesson_controller | Opening task: index=2/7 id=filling
2026-03-07 15:17:22 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-07 15:17:22 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-07 15:17:22 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-07 15:17:22 | DEBUG | lesson_controller | Running verifier for task type: filling
2026-03-07 15:17:22 | DEBUG | lesson_controller | Filling answer received: user_answer=['a', 'The'] expected=['a', 'The'] is_correct=True
2026-03-07 15:17:22 | INFO | lesson_controller | Task check result: task_id=filling is_correct=True
2026-03-07 15:17:22 | INFO | lesson_controller | Opening task: index=3/7 id=filling
2026-03-07 15:17:25 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-07 15:17:25 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-07 15:17:25 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-07 15:17:25 | DEBUG | lesson_controller | Running verifier for task type: filling
2026-03-07 15:17:25 | DEBUG | lesson_controller | Filling answer received: user_answer=['blue', 'green'] expected=['blue', 'green'] is_correct=True
2026-03-07 15:17:25 | INFO | lesson_controller | Task check result: task_id=filling is_correct=True
2026-03-07 15:17:25 | INFO | lesson_controller | Opening task: index=4/7 id=translation
2026-03-07 15:17:30 | DEBUG | backend | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-07 15:17:30 | DEBUG | lesson_controller | UI event received: name=btn-click payload={'id': 'continue'}
2026-03-07 15:17:30 | DEBUG | lesson_controller | Button clicked: id=continue
2026-03-07 15:17:30 | DEBUG | lesson_controller | Running verifier for task type: translation
2026-03-07 15:17:30 | DEBUG | lesson_controller | Translation answer received: user_answer='Это очень хорошая книга' expected=['это очень хорошая книга', 'лишние три слова'] is_correct=True
2026-03-07 15:17:30 | INFO | lesson_controller | Task check result: task_id=translation is_correct=True
2026-03-07 15:17:30 | INFO | lesson_controller | Opening task: index=5/7 id=translation
